X,Y,l1_leaf_types,l2_genus,l3_species
622924.8539,5889031.467,needleleaf,larch,japanese larch
527497.2001,5877089.796,needleleaf,larch,japanese larch
533478.9812,5867824.491,needleleaf,larch,japanese larch
554996.8547,5913467.068,needleleaf,larch,japanese larch
563490.7526,5889771.282,needleleaf,larch,japanese larch
527415.7469,5877040.414,needleleaf,larch,japanese larch
563059.0977,5894757.096,needleleaf,larch,japanese larch
536781.7639,5922412.145,needleleaf,larch,japanese larch
560995.4593,5893365.378,needleleaf,larch,japanese larch
585040.1533,5879483.487,needleleaf,larch,japanese larch
557053.9553,5894860.875,needleleaf,larch,japanese larch
595765.4008,5885125.285,needleleaf,larch,japanese larch
627853.2033,5889792.363,needleleaf,larch,japanese larch
584176.8994,5882628.382,needleleaf,larch,japanese larch
525878.8481,5886947.46,needleleaf,larch,japanese larch
562112.3921,5892986.784,needleleaf,larch,japanese larch
583877.0255,5908069.155,needleleaf,larch,japanese larch
560546.2738,5894032.321,needleleaf,larch,japanese larch
563035.3066,5910247.039,needleleaf,larch,japanese larch
591788.4519,5884934.19,needleleaf,larch,japanese larch
611251.7319,5902544.523,needleleaf,larch,japanese larch
525929.607,5886692.348,needleleaf,larch,japanese larch
600028.2415,5899496.983,needleleaf,larch,japanese larch
624184.7337,5883979.704,needleleaf,larch,japanese larch
611148.1296,5903299.592,needleleaf,larch,japanese larch
583879.1176,5881596.135,needleleaf,larch,japanese larch
612441.8827,5902391.901,needleleaf,larch,japanese larch
564189.3369,5888255.484,needleleaf,larch,japanese larch
536418.6495,5882245.074,needleleaf,larch,japanese larch
560823.8645,5892218.374,needleleaf,larch,japanese larch
590694.2896,5891698.871,needleleaf,larch,japanese larch
542130.631,5925409.59,needleleaf,larch,japanese larch
590517.2474,5882204.989,needleleaf,larch,japanese larch
611460.9537,5904477.128,needleleaf,larch,japanese larch
612186.3805,5902137.744,needleleaf,larch,japanese larch
521226.5375,5939682.737,needleleaf,larch,japanese larch
526680.6884,5879578.399,needleleaf,larch,japanese larch
583977.1477,5881602.058,needleleaf,larch,japanese larch
613615.9408,5900144.947,needleleaf,larch,japanese larch
536521.8142,5901567.619,needleleaf,larch,japanese larch
537130.9385,5882757.96,needleleaf,larch,japanese larch
564694.5294,5887799.252,needleleaf,larch,japanese larch
554972.5966,5913471.48,needleleaf,larch,japanese larch
597959.0572,5908976.852,needleleaf,larch,japanese larch
533905.0599,5929882.651,needleleaf,larch,japanese larch
535997.4421,5881495.097,needleleaf,larch,japanese larch
590616.7364,5882337.193,needleleaf,larch,japanese larch
533561.8465,5928919.645,needleleaf,larch,japanese larch
557289.8125,5890695.293,needleleaf,larch,japanese larch
611144.4888,5902655.575,needleleaf,larch,japanese larch
560746.7815,5893737.073,needleleaf,larch,japanese larch
558210.3595,5892879.293,needleleaf,larch,japanese larch
558242.8894,5892766.111,needleleaf,larch,japanese larch
611787.9855,5902599.602,needleleaf,larch,japanese larch
613317.3912,5900448.734,needleleaf,larch,japanese larch
612434.7915,5905453.486,needleleaf,larch,japanese larch
611766.3715,5902979.435,needleleaf,larch,japanese larch
591955.6505,5884007.053,needleleaf,larch,japanese larch
517397.1646,5927786.559,needleleaf,larch,japanese larch
561627.6187,5916094.82,needleleaf,larch,japanese larch
583305.8335,5870536.622,needleleaf,larch,japanese larch
532107.811,5871726.558,needleleaf,larch,japanese larch
539794.3529,5876278.985,needleleaf,larch,japanese larch
625174.1167,5898902.482,needleleaf,larch,japanese larch
558287.9483,5921048.618,needleleaf,larch,japanese larch
532240.2996,5904800.167,needleleaf,larch,japanese larch
557777.0602,5919771.608,needleleaf,larch,japanese larch
555142.659,5917614.401,needleleaf,larch,japanese larch
557274.9982,5890741.653,needleleaf,larch,japanese larch
584172.8412,5882711.214,needleleaf,larch,japanese larch
590721.3036,5882398.688,needleleaf,larch,japanese larch
563995.6875,5888410.223,needleleaf,larch,japanese larch
581679.0703,5907672.607,needleleaf,larch,japanese larch
541588.1186,5870881.03,needleleaf,larch,japanese larch
545504.0253,5862182.326,needleleaf,larch,japanese larch
543901.8826,5924502.98,needleleaf,larch,japanese larch
556512.6726,5894146.832,needleleaf,larch,japanese larch
559704.9888,5892651.607,needleleaf,larch,japanese larch
555218.1668,5915393.012,needleleaf,larch,japanese larch
611757.5154,5904509.534,needleleaf,larch,japanese larch
534227.6855,5930603.648,needleleaf,larch,japanese larch
527390.9304,5877108.001,needleleaf,larch,japanese larch
622759.9451,5888472.666,needleleaf,larch,japanese larch
564771.4337,5887964.29,needleleaf,larch,japanese larch
590128.3179,5892151.36,needleleaf,larch,japanese larch
554945.0604,5916459.325,needleleaf,larch,japanese larch
564732.3406,5887436.391,needleleaf,larch,japanese larch
556173.5211,5889930.96,needleleaf,larch,japanese larch
516923.0981,5936449.192,needleleaf,larch,japanese larch
554972.937,5917670.776,needleleaf,larch,japanese larch
581741.467,5866283.927,needleleaf,larch,japanese larch
613061.4786,5901496.233,needleleaf,larch,japanese larch
561711.1968,5911327.979,needleleaf,larch,japanese larch
554937.8343,5916483.804,needleleaf,larch,japanese larch
536578.2807,5909120.848,needleleaf,larch,japanese larch
558858.9309,5888351.644,needleleaf,larch,japanese larch
532087.4672,5871712.238,needleleaf,larch,japanese larch
564153.6053,5888053.091,needleleaf,larch,japanese larch
532186.3725,5921488.443,needleleaf,larch,japanese larch
582732.5372,5872675.945,needleleaf,larch,japanese larch
524663.1353,5884352.377,needleleaf,larch,japanese larch
623731.5039,5885851.343,needleleaf,larch,japanese larch
563430.6113,5889791.93,needleleaf,larch,japanese larch
647672.752,5878837.654,needleleaf,larch,japanese larch
600315.7241,5899369.679,needleleaf,larch,japanese larch
554953.3609,5917676.52,needleleaf,larch,japanese larch
555602.3271,5904120.109,needleleaf,larch,japanese larch
620336.5546,5899897.045,needleleaf,larch,japanese larch
579857.3817,5869259.497,needleleaf,larch,japanese larch
554817.9127,5903322.598,needleleaf,larch,japanese larch
555384.2839,5917567.281,needleleaf,larch,japanese larch
611511.8654,5902966.09,needleleaf,larch,japanese larch
595894.0144,5884566.794,needleleaf,larch,japanese larch
565176.963,5888719.636,needleleaf,larch,japanese larch
563244.2076,5888466.91,needleleaf,larch,japanese larch
525965.1746,5880020.199,needleleaf,larch,japanese larch
555347.971,5902821.598,needleleaf,larch,japanese larch
559937.8776,5894314.856,needleleaf,larch,japanese larch
556679.8029,5887680.065,needleleaf,larch,japanese larch
590517.4872,5885116.631,needleleaf,larch,japanese larch
599382.3792,5874087.634,needleleaf,larch,japanese larch
605513.1753,5894286.559,needleleaf,larch,japanese larch
553718.7676,5917637.955,needleleaf,larch,japanese larch
564777.5959,5887455.89,needleleaf,larch,japanese larch
557253.2327,5890724.137,needleleaf,larch,japanese larch
564861.2676,5888617.418,needleleaf,larch,japanese larch
536917.2947,5880904.413,needleleaf,larch,japanese larch
621261.4395,5900266.639,needleleaf,larch,japanese larch
558207.5851,5892840.892,needleleaf,larch,japanese larch
612445.5843,5902346.052,needleleaf,larch,japanese larch
564260.7868,5887578.793,needleleaf,larch,japanese larch
564922.5338,5888641.211,needleleaf,larch,japanese larch
554367.6563,5916549.081,needleleaf,larch,japanese larch
605486.2632,5879826.004,needleleaf,larch,japanese larch
525833.6015,5886980.611,needleleaf,larch,japanese larch
590271.6813,5892283.987,needleleaf,larch,japanese larch
590286.6524,5892262.384,needleleaf,larch,japanese larch
611848.8546,5904717.09,needleleaf,larch,japanese larch
622806.2125,5888481.189,needleleaf,larch,japanese larch
532990.2652,5929889.472,needleleaf,larch,japanese larch
564466.8861,5888321.524,needleleaf,larch,japanese larch
515892.3141,5935903.045,needleleaf,larch,japanese larch
533067.0335,5928737.711,needleleaf,larch,japanese larch
564391.2518,5888304.088,needleleaf,larch,japanese larch
584144.8693,5882624.272,needleleaf,larch,japanese larch
620042.5167,5895937.373,needleleaf,larch,japanese larch
539970.6242,5876615.882,needleleaf,larch,japanese larch
590315.8721,5892264.949,needleleaf,larch,japanese larch
592020.8502,5883968.608,needleleaf,larch,japanese larch
562881.8784,5890829.14,needleleaf,larch,japanese larch
560590.086,5892592.886,needleleaf,larch,japanese larch
523042.9806,5910601.197,needleleaf,larch,japanese larch
581530.3733,5906403.929,needleleaf,larch,japanese larch
557673.3769,5888822.327,needleleaf,larch,japanese larch
612429.7626,5902575.42,needleleaf,larch,japanese larch
615441.4002,5904083.294,needleleaf,larch,japanese larch
625694.3295,5889815.31,needleleaf,larch,japanese larch
553696.5118,5917659.047,needleleaf,larch,japanese larch
628659.3225,5889451.063,needleleaf,larch,japanese larch
532832.0975,5930068.223,needleleaf,larch,japanese larch
597992.811,5908927.677,needleleaf,larch,japanese larch
584206.9619,5881547.157,needleleaf,larch,japanese larch
563990.1933,5888429.766,needleleaf,larch,japanese larch
560556.891,5894014.043,needleleaf,larch,japanese larch
539619.2839,5876766.013,needleleaf,larch,japanese larch
555203.3301,5915316.929,needleleaf,larch,japanese larch
532845.1931,5930092.661,needleleaf,larch,japanese larch
564753.3392,5887464.513,needleleaf,larch,japanese larch
557154.6506,5894997.926,needleleaf,larch,japanese larch
557124.4248,5894976.669,needleleaf,larch,japanese larch
612476.8571,5904250.196,needleleaf,larch,japanese larch
584590.5998,5879849.276,needleleaf,larch,japanese larch
554951.7761,5913473.467,needleleaf,larch,japanese larch
533028.5082,5929896.929,needleleaf,larch,japanese larch
536531.2867,5877161.468,needleleaf,larch,japanese larch
595917.5739,5884568.799,needleleaf,larch,japanese larch
625703.8511,5886727.568,needleleaf,larch,japanese larch
580121.8957,5869542.795,needleleaf,larch,japanese larch
584552.4621,5904238.957,needleleaf,larch,japanese larch
595831.5351,5885190.625,needleleaf,larch,japanese larch
624095.8255,5884080.429,needleleaf,larch,japanese larch
564208.8768,5887734.861,needleleaf,larch,japanese larch
611826.0933,5902105.748,needleleaf,larch,japanese larch
614561.8067,5901160.125,needleleaf,larch,japanese larch
650570.2864,5883031.645,needleleaf,larch,japanese larch
583941.1848,5881613.912,needleleaf,larch,japanese larch
561875.6271,5893411.371,needleleaf,larch,japanese larch
536786.1479,5877258.019,needleleaf,larch,japanese larch
555933.4061,5889181.393,needleleaf,larch,japanese larch
554902.4561,5902952.267,needleleaf,larch,japanese larch
600028.7349,5899449.553,needleleaf,larch,japanese larch
623810.0398,5885891.963,needleleaf,larch,japanese larch
526242.9702,5880333.914,needleleaf,larch,japanese larch
605446.0677,5879973.251,needleleaf,larch,japanese larch
521832.4287,5922838.47,needleleaf,larch,japanese larch
548284.2795,5873232.529,needleleaf,larch,japanese larch
554155.5173,5917485.018,needleleaf,larch,japanese larch
598350.634,5907997.689,needleleaf,larch,japanese larch
622754.6206,5888435.845,needleleaf,larch,japanese larch
565810.3844,5887208.277,needleleaf,larch,japanese larch
562934.6013,5910319.923,needleleaf,larch,japanese larch
525960.9718,5886694.924,needleleaf,larch,japanese larch
557493.5538,5919476.941,needleleaf,larch,japanese larch
605452.9995,5894300.192,needleleaf,larch,japanese larch
614491.6705,5900342.741,needleleaf,larch,japanese larch
536776.5207,5908413.805,needleleaf,larch,japanese larch
533186.9483,5931974.215,needleleaf,larch,japanese larch
612345.944,5902104.293,needleleaf,larch,japanese larch
555104.8102,5917627.237,needleleaf,larch,japanese larch
628048.7155,5889820.375,needleleaf,larch,japanese larch
590507.6408,5885098.2,needleleaf,larch,japanese larch
556050.9748,5919017.317,needleleaf,larch,japanese larch
614462.012,5900141.36,needleleaf,larch,japanese larch
580197.9019,5869528.91,needleleaf,larch,japanese larch
532125.9359,5871697.634,needleleaf,larch,japanese larch
565098.3154,5887133.82,needleleaf,larch,japanese larch
562948.0145,5909875.181,needleleaf,larch,japanese larch
581110.811,5866429.847,needleleaf,larch,japanese larch
611917.5305,5902532.378,needleleaf,larch,japanese larch
583754.7679,5908093.699,needleleaf,larch,japanese larch
581598.2712,5866320.928,needleleaf,larch,japanese larch
516933.4329,5936491.444,needleleaf,larch,japanese larch
584865.2219,5879622.335,needleleaf,larch,japanese larch
584620.2043,5879897.887,needleleaf,larch,japanese larch
541515.232,5870862.471,needleleaf,larch,japanese larch
557525.4705,5886897.925,needleleaf,larch,japanese larch
650580.0847,5883067.82,needleleaf,larch,japanese larch
613585.3549,5900210.528,needleleaf,larch,japanese larch
535914.6198,5881459.58,needleleaf,larch,japanese larch
646117.9201,5876090.327,needleleaf,larch,japanese larch
647920.5632,5878946.833,needleleaf,larch,japanese larch
622737.9248,5888448.705,needleleaf,larch,japanese larch
579640.677,5869361.217,needleleaf,larch,japanese larch
645950.989,5876164.62,needleleaf,larch,japanese larch
584020.5321,5903614.987,needleleaf,larch,japanese larch
555413.1889,5917374.763,needleleaf,larch,japanese larch
597600.6706,5890039.944,needleleaf,larch,japanese larch
595798.237,5885069.644,needleleaf,larch,japanese larch
564182.7762,5887978.324,needleleaf,larch,japanese larch
556660.639,5894343.671,needleleaf,larch,japanese larch
603188.3668,5902790.313,needleleaf,larch,japanese larch
612368.4582,5902099.494,needleleaf,larch,japanese larch
612966.2425,5905435.023,needleleaf,larch,japanese larch
584110.5346,5908020.658,needleleaf,larch,japanese larch
597781.4151,5907907.964,needleleaf,larch,japanese larch
558181.6786,5892808.053,needleleaf,larch,japanese larch
564803.9792,5887459.02,needleleaf,larch,japanese larch
581229.5337,5907121.061,needleleaf,larch,japanese larch
538086.8359,5881904.896,needleleaf,larch,japanese larch
557725.6152,5888649.019,needleleaf,larch,japanese larch
630557.7556,5890978.041,needleleaf,larch,japanese larch
579828.9687,5869342.731,needleleaf,larch,japanese larch
560561.9067,5892584.646,needleleaf,larch,japanese larch
564351.2452,5888299.669,needleleaf,larch,japanese larch
554775.5353,5904640.674,needleleaf,larch,japanese larch
581682.0268,5866297.573,needleleaf,larch,japanese larch
614453.6446,5900088.234,needleleaf,larch,japanese larch
560764.2184,5892233.626,needleleaf,larch,japanese larch
556214.1137,5889911.025,needleleaf,larch,japanese larch
532221.1326,5904748.241,needleleaf,larch,japanese larch
582842.5606,5906057.652,needleleaf,larch,japanese larch
533034.7446,5929864.843,needleleaf,larch,japanese larch
536802.7417,5922457.369,needleleaf,larch,japanese larch
590699.952,5882381.31,needleleaf,larch,japanese larch
536485.2732,5882258.397,needleleaf,larch,japanese larch
536765.4359,5922394.247,needleleaf,larch,japanese larch
557372.1806,5890706.456,needleleaf,larch,japanese larch
560503.0216,5894085.57,needleleaf,larch,japanese larch
590661.4786,5891739.843,needleleaf,larch,japanese larch
526190.9186,5880342.739,needleleaf,larch,japanese larch
536459.371,5882236.524,needleleaf,larch,japanese larch
554926.4663,5917686.57,needleleaf,larch,japanese larch
611543.9131,5904481.024,needleleaf,larch,japanese larch
611287.8335,5902955.154,needleleaf,larch,japanese larch
583295.0631,5910756.368,needleleaf,larch,japanese larch
561576.5005,5893296.499,needleleaf,larch,japanese larch
579645.1207,5869316.149,needleleaf,larch,japanese larch
533736.8132,5919076.673,needleleaf,larch,japanese larch
584454.4434,5904222.049,needleleaf,larch,japanese larch
524664.2956,5884329.63,needleleaf,larch,japanese larch
611785.6544,5904505.45,needleleaf,larch,japanese larch
562847.8393,5908872.092,needleleaf,larch,japanese larch
584126.8627,5881479.75,needleleaf,larch,japanese larch
557271.4613,5890706.632,needleleaf,larch,japanese larch
579587.3668,5869222.393,needleleaf,larch,japanese larch
611891.5901,5903089.32,needleleaf,larch,japanese larch
536847.4563,5877299.195,needleleaf,larch,japanese larch
536875.6333,5877408.83,needleleaf,larch,japanese larch
612442.6834,5902455.748,needleleaf,larch,japanese larch
595870.4642,5884560.998,needleleaf,larch,japanese larch
590537.2734,5885240.884,needleleaf,larch,japanese larch
611913.6454,5903113.59,needleleaf,larch,japanese larch
565220.078,5888728.466,needleleaf,larch,japanese larch
536666.651,5877150.501,needleleaf,larch,japanese larch
581618.3987,5866311.859,needleleaf,larch,japanese larch
548218.2126,5873493.748,needleleaf,larch,japanese larch
521834.6555,5922875.384,needleleaf,larch,japanese larch
663141.1143,5866388.171,needleleaf,larch,japanese larch
557701.1074,5888724.292,needleleaf,larch,japanese larch
560795.3515,5892223.294,needleleaf,larch,japanese larch
590341.7706,5892288.907,needleleaf,larch,japanese larch
613653.1347,5879427.157,needleleaf,larch,japanese larch
564727.5085,5887805.672,needleleaf,larch,japanese larch
521072.0922,5922783.957,needleleaf,larch,japanese larch
527869.7627,5877055.476,needleleaf,larch,japanese larch
611892.9295,5904717.156,needleleaf,larch,japanese larch
655241.0383,5881094.703,needleleaf,larch,japanese larch
595653.5684,5884256.484,needleleaf,larch,japanese larch
614598.0424,5901671.566,needleleaf,larch,japanese larch
622891.8947,5888982.272,needleleaf,larch,japanese larch
541459.3042,5926086.631,needleleaf,larch,japanese larch
598455.4894,5875786.857,needleleaf,larch,japanese larch
516914.9118,5936389.537,needleleaf,larch,japanese larch
615445.6065,5904157.517,needleleaf,larch,japanese larch
535913.3067,5881500.145,needleleaf,larch,japanese larch
612664.3402,5902034.322,needleleaf,larch,japanese larch
579621.4367,5869262.029,needleleaf,larch,japanese larch
583194.7512,5910732.618,needleleaf,larch,japanese larch
613401.8044,5900713.986,needleleaf,larch,japanese larch
612161.9494,5903142.844,needleleaf,larch,japanese larch
516945.7983,5936548.977,needleleaf,larch,japanese larch
556195.3093,5903904.109,needleleaf,larch,japanese larch
603858.4065,5886617.619,needleleaf,spruce,norway spruce
580111.5066,5867238.041,needleleaf,spruce,norway spruce
557464.1027,5918489.246,needleleaf,spruce,norway spruce
562607.084,5893789.896,needleleaf,spruce,norway spruce
533026.894,5929394.354,needleleaf,spruce,norway spruce
588759.4974,5882916.902,needleleaf,spruce,norway spruce
589774.7947,5883749.616,needleleaf,spruce,norway spruce
624875.5078,5887267.073,needleleaf,spruce,norway spruce
632685.6319,5893060.462,needleleaf,spruce,norway spruce
561907.6595,5893711.045,needleleaf,spruce,norway spruce
563833.772,5892321.768,needleleaf,spruce,norway spruce
612035.7267,5904841.933,needleleaf,spruce,norway spruce
610897.5933,5887690.023,needleleaf,spruce,norway spruce
591139.9043,5882157.408,needleleaf,spruce,norway spruce
534690.5545,5930541.066,needleleaf,spruce,norway spruce
537737.5939,5881003.353,needleleaf,spruce,norway spruce
564261.2512,5891975.516,needleleaf,spruce,norway spruce
557647.8788,5921922.762,needleleaf,spruce,norway spruce
557509.3862,5921401.848,needleleaf,spruce,norway spruce
561770.7164,5915988.888,needleleaf,spruce,norway spruce
554694.5887,5903124.92,needleleaf,spruce,norway spruce
537367.7642,5908860.467,needleleaf,spruce,norway spruce
584231.0274,5869441.875,needleleaf,spruce,norway spruce
591520.8492,5884709.02,needleleaf,spruce,norway spruce
619214.7707,5884243.317,needleleaf,spruce,norway spruce
517225.9928,5936359.524,needleleaf,spruce,norway spruce
532896.6429,5925475.439,needleleaf,spruce,norway spruce
556745.4363,5919652.959,needleleaf,spruce,norway spruce
624764.6887,5887529.065,needleleaf,spruce,norway spruce
589192.3442,5882576.933,needleleaf,spruce,norway spruce
621926.0427,5884273.031,needleleaf,spruce,norway spruce
539861.2886,5864117.435,needleleaf,spruce,norway spruce
583725.6647,5910598.535,needleleaf,spruce,norway spruce
606217.918,5891313.81,needleleaf,spruce,norway spruce
604796.0673,5892954.158,needleleaf,spruce,norway spruce
562923.7561,5909999.555,needleleaf,spruce,norway spruce
562984.5472,5909308.397,needleleaf,spruce,norway spruce
584512.2682,5904367.269,needleleaf,spruce,norway spruce
609594.3301,5908238.537,needleleaf,spruce,norway spruce
555193.4368,5917707.654,needleleaf,spruce,norway spruce
534537.8205,5929923.871,needleleaf,spruce,norway spruce
579825.895,5869467.533,needleleaf,spruce,norway spruce
579427.5512,5869097.538,needleleaf,spruce,norway spruce
557303.7504,5921337.881,needleleaf,spruce,norway spruce
585422.9196,5883128.391,needleleaf,spruce,norway spruce
623443.233,5888502.911,needleleaf,spruce,norway spruce
611614.7148,5887452.71,needleleaf,spruce,norway spruce
566609.4903,5889195.834,needleleaf,spruce,norway spruce
625715.6515,5886906.472,needleleaf,spruce,norway spruce
566357.2506,5919527.857,needleleaf,spruce,norway spruce
612590.1014,5901141.156,needleleaf,spruce,norway spruce
625260.5984,5886566.89,needleleaf,spruce,norway spruce
621205.6803,5899820.882,needleleaf,spruce,norway spruce
589214.3633,5883683.693,needleleaf,spruce,norway spruce
524588.6344,5885571.669,needleleaf,spruce,norway spruce
583323.5301,5908342.549,needleleaf,spruce,norway spruce
563722.09,5888896.051,needleleaf,spruce,norway spruce
590347.3746,5881392.604,needleleaf,spruce,norway spruce
589221.7308,5884711.487,needleleaf,spruce,norway spruce
554185.477,5911343.574,needleleaf,spruce,norway spruce
589213.1909,5882515.853,needleleaf,spruce,norway spruce
591409.5643,5884164.225,needleleaf,spruce,norway spruce
583881.2168,5869041.962,needleleaf,spruce,norway spruce
536148.9138,5907572.416,needleleaf,spruce,norway spruce
591046.6798,5883365.614,needleleaf,spruce,norway spruce
555536.0048,5918992.123,needleleaf,spruce,norway spruce
523034.0198,5910550.346,needleleaf,spruce,norway spruce
606489.7799,5892491.656,needleleaf,spruce,norway spruce
555206.1784,5914456.99,needleleaf,spruce,norway spruce
581130.4945,5880270.276,needleleaf,spruce,norway spruce
612739.6047,5890111.871,needleleaf,spruce,norway spruce
590827.8981,5885844.185,needleleaf,spruce,norway spruce
577532.5471,5867656.63,needleleaf,spruce,norway spruce
624154.8659,5888669.66,needleleaf,spruce,norway spruce
563535.3058,5911658.3,needleleaf,spruce,norway spruce
536965.1578,5882713.454,needleleaf,spruce,norway spruce
563077.0965,5909784.44,needleleaf,spruce,norway spruce
554654.6548,5914723.663,needleleaf,spruce,norway spruce
545824.9468,5862717.627,needleleaf,spruce,norway spruce
587894.0216,5872945.425,needleleaf,spruce,norway spruce
622047.7861,5886558.509,needleleaf,spruce,norway spruce
620626.0933,5884429.215,needleleaf,spruce,norway spruce
531581.0054,5904981.933,needleleaf,spruce,norway spruce
592090.5774,5884460.618,needleleaf,spruce,norway spruce
600773.5532,5900783.484,needleleaf,spruce,norway spruce
556722.4157,5888553.639,needleleaf,spruce,norway spruce
566460.7625,5919593.731,needleleaf,spruce,norway spruce
625706.7487,5889855.383,needleleaf,spruce,norway spruce
557446.6743,5894634.184,needleleaf,spruce,norway spruce
607524.0776,5871711.403,needleleaf,spruce,norway spruce
554991.7407,5915030.676,needleleaf,spruce,norway spruce
554933.8759,5911422.957,needleleaf,spruce,norway spruce
526947.397,5887966.153,needleleaf,spruce,norway spruce
623560.406,5887302.699,needleleaf,spruce,norway spruce
556673.7781,5919684.274,needleleaf,spruce,norway spruce
589091.2517,5884862.836,needleleaf,spruce,norway spruce
562507.9242,5916860.322,needleleaf,spruce,norway spruce
620800.0367,5887891.174,needleleaf,spruce,norway spruce
611904.0847,5888274.071,needleleaf,spruce,norway spruce
566528.8923,5889693.304,needleleaf,spruce,norway spruce
579170.1957,5869029.939,needleleaf,spruce,norway spruce
591189.5133,5883409.135,needleleaf,spruce,norway spruce
620971.534,5887307.694,needleleaf,spruce,norway spruce
555377.8314,5917052.393,needleleaf,spruce,norway spruce
524879.3449,5887778.462,needleleaf,spruce,norway spruce
537276.7424,5880640.781,needleleaf,spruce,norway spruce
590242.8166,5882421.376,needleleaf,spruce,norway spruce
565043.7953,5888280.452,needleleaf,spruce,norway spruce
566326.3777,5889809.558,needleleaf,spruce,norway spruce
625803.8627,5886871.172,needleleaf,spruce,norway spruce
564346.4585,5886920.669,needleleaf,spruce,norway spruce
554258.8298,5910704.855,needleleaf,spruce,norway spruce
627594.9586,5878988.836,needleleaf,spruce,norway spruce
583650.8415,5880474.924,needleleaf,spruce,norway spruce
613675.0926,5904719.559,needleleaf,spruce,norway spruce
563581.0289,5911388.616,needleleaf,spruce,norway spruce
554824.9447,5916178.44,needleleaf,spruce,norway spruce
563386.8939,5889213.201,needleleaf,spruce,norway spruce
624153.4781,5888533.811,needleleaf,spruce,norway spruce
621210.7206,5894888.284,needleleaf,spruce,norway spruce
537598.9236,5908347.122,needleleaf,spruce,norway spruce
611165.0791,5887978.361,needleleaf,spruce,norway spruce
563644.9394,5894897.541,needleleaf,spruce,norway spruce
588901.57,5883207.097,needleleaf,spruce,norway spruce
605859.5296,5893409.475,needleleaf,spruce,norway spruce
537192.9941,5907739.395,needleleaf,spruce,norway spruce
554894.0513,5915156.904,needleleaf,spruce,norway spruce
597855.8697,5907919.094,needleleaf,spruce,norway spruce
554911.7441,5914246.728,needleleaf,spruce,norway spruce
591146.0929,5885840.314,needleleaf,spruce,norway spruce
555275.8417,5912311.284,needleleaf,spruce,norway spruce
597703.7941,5875693.705,needleleaf,spruce,norway spruce
591550.3273,5884745.084,needleleaf,spruce,norway spruce
588454.0088,5872754.539,needleleaf,spruce,norway spruce
622312.1288,5882835.749,needleleaf,spruce,norway spruce
603935.1914,5891682.923,needleleaf,spruce,norway spruce
583724.055,5872438.483,needleleaf,spruce,norway spruce
523427.5954,5889086.873,needleleaf,spruce,norway spruce
604927.837,5893317.677,needleleaf,spruce,norway spruce
524686.6278,5888283.737,needleleaf,spruce,norway spruce
582129.0097,5879705.749,needleleaf,spruce,norway spruce
620206.3206,5899138.752,needleleaf,spruce,norway spruce
538942.9657,5865006.831,needleleaf,spruce,norway spruce
602837.8852,5882801.049,needleleaf,spruce,norway spruce
566269.3082,5889655.84,needleleaf,spruce,norway spruce
553285.1876,5904875.248,needleleaf,spruce,norway spruce
590500.9271,5882031.209,needleleaf,spruce,norway spruce
652839.0298,5882041.111,needleleaf,spruce,norway spruce
607430.8326,5895087.178,needleleaf,spruce,norway spruce
597652.1204,5876766.284,needleleaf,spruce,norway spruce
581105.1274,5880449.921,needleleaf,spruce,norway spruce
540329.6979,5864825.888,needleleaf,spruce,norway spruce
566218.8556,5919330.275,needleleaf,spruce,norway spruce
582451.3919,5907434.443,needleleaf,spruce,norway spruce
532935.0501,5924276.985,needleleaf,spruce,norway spruce
554639.0537,5912784.585,needleleaf,spruce,norway spruce
647556.2934,5877238.001,needleleaf,spruce,norway spruce
588951.7891,5891685.694,needleleaf,spruce,norway spruce
647096.7566,5878948.113,needleleaf,spruce,norway spruce
526563.6517,5879967.59,needleleaf,spruce,norway spruce
623389.4076,5896353.48,needleleaf,spruce,norway spruce
556522.9395,5919749.797,needleleaf,spruce,norway spruce
557474.38,5891296.152,needleleaf,spruce,norway spruce
648301.0997,5878580.953,needleleaf,spruce,norway spruce
563007.3771,5910030.667,needleleaf,spruce,norway spruce
626416.9172,5886862.753,needleleaf,spruce,norway spruce
620466.894,5884343.482,needleleaf,spruce,norway spruce
582791.4799,5900019.356,needleleaf,spruce,norway spruce
589423.1549,5882862.363,needleleaf,spruce,norway spruce
521153.7894,5939658.897,needleleaf,spruce,norway spruce
582918.3272,5871384.687,needleleaf,spruce,norway spruce
562817.7251,5887757.551,needleleaf,spruce,norway spruce
592253.0931,5882342.544,needleleaf,spruce,norway spruce
589361.397,5884260.324,needleleaf,spruce,norway spruce
554524.8067,5904362.642,needleleaf,spruce,norway spruce
655236.4826,5881476.655,needleleaf,spruce,norway spruce
559025.5331,5892758.547,needleleaf,spruce,norway spruce
621401.5566,5899276.604,needleleaf,spruce,norway spruce
562198.4692,5911153.34,needleleaf,spruce,norway spruce
536025.8481,5907649.944,needleleaf,spruce,norway spruce
610695.0666,5876574.706,needleleaf,spruce,norway spruce
525471.6395,5887884.624,needleleaf,spruce,norway spruce
554284.2162,5910540.708,needleleaf,spruce,norway spruce
633646.5544,5893602.865,needleleaf,spruce,norway spruce
620167.2235,5898243.761,needleleaf,spruce,norway spruce
582017.1765,5865463.24,needleleaf,spruce,norway spruce
526186.8922,5887565.001,needleleaf,spruce,norway spruce
604174.3925,5886504.231,needleleaf,spruce,norway spruce
557651.4791,5920655.722,needleleaf,spruce,norway spruce
626049.4611,5887412.946,needleleaf,spruce,norway spruce
